Modo privado,Comuna de origen,Comuna de destino,Distancia,Ingreso per cápita
0,CERRILLOS,QUINTA NORMAL,4.69,220.00
0,QUINTA NORMAL,CERRILLOS,4.69,220.00
0,CERRILLOS,ESTACION CENTRAL,2.86,220.00
0,ESTACION CENTRAL,CERRILLOS,2.86,220.00
1,CERRILLOS,SANTIAGO,7.53,100.00
1,SANTIAGO,CERRILLOS,7.53,100.00
1,CERRILLOS,PROVIDENCIA,12.13,175.00
1,PROVIDENCIA,CERRILLOS,12.13,175.00
0,CERRILLOS,MAIPU,1.11,195.00
0,MAIPU,CERRILLOS,1.11,195.00
1,CERRILLOS,SANTIAGO,4.87,96.00
1,SANTIAGO,CERRILLOS,4.87,96.00
0,CERRILLOS,ESTACION CENTRAL,3.93,196.67
0,ESTACION CENTRAL,CERRILLOS,3.93,196.67
1,CERRILLOS,MACUL,10.84,287.50
1,MACUL,CERRILLOS,10.84,287.50
1,CERRILLOS,MAIPU,2.67,287.50
1,MAIPU,CERRILLOS,2.67,287.50
0,CERRILLOS,MAIPU,5.21,287.50
0,MAIPU,CERRILLOS,5.21,287.50
0,CERRILLOS,LAS CONDES,14.31,287.50
0,LAS CONDES,CERRILLOS,14.31,287.50
1,ÑUÑOA,MAIPU,12.57,258.31
1,MAIPU,CERRILLOS,3.28,258.31
1,CERRILLOS,CERRILLOS,2.76,110.00
1,CERRILLOS,CERRILLOS,2.76,110.00
1,CERRILLOS,CERRILLOS,2.76,110.00
1,CERRILLOS,CERRILLOS,2.76,110.00
0,CERRILLOS,SANTIAGO,7.69,184.00
0,SANTIAGO,CERRILLOS,7.69,184.00
0,CERRILLOS,LAS CONDES,14.81,184.00
0,LAS CONDES,CERRILLOS,14.81,184.00
0,CERRILLOS,LAS CONDES,13.06,184.00
0,LAS CONDES,CERRILLOS,13.06,184.00
0,CERRILLOS,ESTACION CENTRAL,3.34,183.33
0,CERRILLOS,SANTIAGO,9.27,255.00
1,SANTIAGO,CERRILLOS,9.27,255.00
1,CERRILLOS,LAS CONDES,15.08,255.00
1,LAS CONDES,CERRILLOS,15.08,255.00
1,CERRILLOS,SANTIAGO,8.85,175.00
1,SANTIAGO,CERRILLOS,8.85,175.00
0,CERRO NAVIA,PROVIDENCIA,12.97,87.50
0,CERRO NAVIA,RENCA,5.75,179.55
1,,CERRO NAVIA,6308.97,179.55
0,CERRO NAVIA,LAS CONDES,16.50,143.33
0,LAS CONDES,CERRO NAVIA,16.50,143.33
0,CERRO NAVIA,CERRO NAVIA,3.13,72.05
0,CERRO NAVIA,CERRO NAVIA,3.13,72.05
0,CERRO NAVIA,PROVIDENCIA,11.58,50.00
0,PROVIDENCIA,CERRO NAVIA,11.58,50.00
0,CERRO NAVIA,PUDAHUEL,5.07,92.58
0,PUDAHUEL,CERRO NAVIA,5.07,92.58
0,CERRO NAVIA,CERRILLOS,6.67,92.58
0,CERRILLOS,CERRO NAVIA,6.67,92.58
1,CERRO NAVIA,QUILICURA,11.45,92.58
1,QUILICURA,CERRO NAVIA,11.45,92.58
0,CERRO NAVIA,LAS CONDES,13.28,61.00
0,LAS CONDES,CERRO NAVIA,13.28,61.00
0,CERRO NAVIA,VITACURA,20.61,276.51
0,VITACURA,CERRO NAVIA,20.61,276.51
0,SANTIAGO,CERRO NAVIA,10.22,116.43
1,CERRO NAVIA,ESTACION CENTRAL,7.10,116.43
1,ESTACION CENTRAL,CERRO NAVIA,7.10,116.43
0,CERRO NAVIA,LAS CONDES,16.11,48.75
0,LAS CONDES,CERRO NAVIA,16.11,48.75
0,CERRO NAVIA,PROVIDENCIA,11.20,168.00
0,PROVIDENCIA,CERRO NAVIA,11.20,168.00
0,CERRO NAVIA,CERRILLOS,10.78,168.00
0,CERRILLOS,CERRO NAVIA,10.78,168.00
0,CERRO NAVIA,LAS CONDES,18.59,206.67
0,LAS CONDES,CERRO NAVIA,18.59,206.67
0,CERRO NAVIA,PROVIDENCIA,11.80,130.38
0,PROVIDENCIA,CERRO NAVIA,11.80,130.38
0,CERRO NAVIA,PUDAHUEL,9.97,130.38
0,PUDAHUEL,CERRO NAVIA,9.97,130.38
1,CERRO NAVIA,SANTIAGO,8.75,73.33
1,SANTIAGO,CERRO NAVIA,8.75,73.33
0,CERRO NAVIA,QUILICURA,4.71,206.08
0,CERRO NAVIA,,44.20,206.08
0,,CERRO NAVIA,44.20,206.08
0,CERRO NAVIA,COLINA,16.89,206.08
0,COLINA,CERRO NAVIA,16.89,206.08
1,CERRO NAVIA,CERRO NAVIA,1.84,79.57
1,CERRO NAVIA,CERRO NAVIA,1.84,79.57
0,CERRO NAVIA,PUDAHUEL,5.40,160.00
1,CERRO NAVIA,ÑUÑOA,10.82,115.61
1,ÑUÑOA,CERRO NAVIA,10.82,115.61
0,CERRO NAVIA,CERRO NAVIA,1.06,60.00
0,CERRO NAVIA,CERRO NAVIA,1.06,60.00
0,CERRO NAVIA,SAN MIGUEL,11.76,130.00
0,SAN MIGUEL,CERRO NAVIA,11.76,130.00
0,CERRO NAVIA,LA REINA,16.02,130.00
0,LA REINA,CERRO NAVIA,16.02,130.00
0,CERRO NAVIA,PROVIDENCIA,11.77,82.00
0,PROVIDENCIA,CERRO NAVIA,11.77,82.00
0,CERRO NAVIA,SANTIAGO,5.92,163.52
0,SANTIAGO,CERRO NAVIA,5.92,163.52
0,CERRO NAVIA,EL BOSQUE,15.56,163.52
0,EL BOSQUE,CERRO NAVIA,15.56,163.52
0,CERRO NAVIA,RECOLETA,7.49,163.52
0,CERRO NAVIA,PROVIDENCIA,9.17,163.52
0,PROVIDENCIA,CERRO NAVIA,9.17,163.52
1,CERRO NAVIA,CERRO NAVIA,2.03,240.00
0,CERRO NAVIA,RECOLETA,10.22,240.00
0,RECOLETA,CERRO NAVIA,10.22,240.00
1,CERRO NAVIA,CERRO NAVIA,1.22,215.00
1,CERRO NAVIA,CERRO NAVIA,1.22,215.00
0,CERRO NAVIA,SANTIAGO,7.21,215.00
0,SANTIAGO,CERRO NAVIA,7.21,215.00
0,CERRO NAVIA,SANTIAGO,7.52,90.00
0,SANTIAGO,CERRO NAVIA,7.52,90.00
0,CERRO NAVIA,PEÑALOLEN,18.10,37.20
0,PEÑALOLEN,CERRO NAVIA,18.10,37.20
0,,CERRO NAVIA,6309.25,106.64
0,CERRO NAVIA,PUDAHUEL,1.98,62.50
0,PUDAHUEL,CERRO NAVIA,1.98,62.50
0,CERRO NAVIA,SAN BERNARDO,18.74,83.33
1,SAN BERNARDO,CERRO NAVIA,18.74,83.33
0,CERRO NAVIA,COLINA,14.80,87.73
0,COLINA,CERRO NAVIA,14.80,87.73
0,CERRO NAVIA,PROVIDENCIA,12.37,87.73
0,PROVIDENCIA,CERRO NAVIA,12.37,87.73
0,,CERRO NAVIA,6308.66,98.25
0,CERRO NAVIA,SANTIAGO,10.84,98.25
0,SANTIAGO,CERRO NAVIA,10.84,98.25
0,QUILICURA,CERRO NAVIA,10.29,157.50
0,QUILICURA,CERRO NAVIA,10.29,157.50
0,CERRO NAVIA,PROVIDENCIA,11.42,157.50
0,PROVIDENCIA,CERRO NAVIA,11.42,157.50
0,CERRO NAVIA,PROVIDENCIA,12.04,122.52
0,PROVIDENCIA,CERRO NAVIA,12.04,122.52
0,CERRO NAVIA,INDEPENDENCIA,6.91,103.00
0,INDEPENDENCIA,CERRO NAVIA,6.91,103.00
0,CERRO NAVIA,LA FLORIDA,15.07,103.00
0,LA FLORIDA,CERRO NAVIA,15.07,103.00
0,CERRO NAVIA,LO BARNECHEA,23.52,253.55
0,CERRO NAVIA,PUDAHUEL,2.87,253.55
0,PUDAHUEL,CERRO NAVIA,2.87,253.55
0,CERRO NAVIA,SANTIAGO,9.14,179.04
0,SANTIAGO,CERRO NAVIA,9.14,179.04
0,CERRO NAVIA,SANTIAGO,9.47,202.84
0,SANTIAGO,CERRO NAVIA,9.47,202.84
0,CERRO NAVIA,LAS CONDES,17.41,197.28
0,LAS CONDES,CERRO NAVIA,17.41,197.28
0,MAIPU,CERRO NAVIA,9.27,111.84
1,CERRO NAVIA,QUINTA NORMAL,2.40,125.00
1,QUINTA NORMAL,CERRO NAVIA,2.40,125.00
0,CERRO NAVIA,QUINTA NORMAL,2.40,125.00
0,CERRO NAVIA,LAS CONDES,12.42,125.00
1,LAS CONDES,CERRO NAVIA,12.42,125.00
0,CERRO NAVIA,SANTIAGO,9.30,141.67
0,SANTIAGO,CERRO NAVIA,9.30,141.67
1,CERRO NAVIA,CERRILLOS,9.77,116.67
1,CERRILLOS,CERRO NAVIA,9.77,116.67
1,CERRO NAVIA,PROVIDENCIA,12.54,126.67
0,CERRO NAVIA,ÑUÑOA,14.15,213.60
0,ÑUÑOA,CERRO NAVIA,14.15,213.60
1,CERRO NAVIA,CERRILLOS,9.29,37.73
0,CERRO NAVIA,LAS CONDES,13.75,145.00
0,CERRO NAVIA,VITACURA,19.44,89.31
0,VITACURA,CERRO NAVIA,19.44,89.31
0,CERRO NAVIA,SANTIAGO,9.54,123.00
0,SANTIAGO,CERRO NAVIA,9.54,123.00
1,CERRO NAVIA,HUECHURABA,13.96,123.00
1,HUECHURABA,CERRO NAVIA,13.96,123.00
0,CERRO NAVIA,RENCA,4.50,123.00
0,RENCA,CERRO NAVIA,4.50,123.00
0,CERRO NAVIA,SANTIAGO,7.89,180.62
0,SANTIAGO,CERRO NAVIA,7.89,180.62
0,CERRO NAVIA,MACUL,16.10,180.62
0,MACUL,CERRO NAVIA,16.10,180.62
0,CERRO NAVIA,ESTACION CENTRAL,4.73,83.81
0,ESTACION CENTRAL,CERRO NAVIA,4.73,83.81
0,CERRO NAVIA,LA REINA,16.13,47.69
0,LA REINA,CERRO NAVIA,16.25,47.69
0,CERRO NAVIA,LAS CONDES,17.50,54.00
0,LAS CONDES,CERRO NAVIA,17.50,54.00
0,CERRO NAVIA,LAS CONDES,15.05,87.73
0,LAS CONDES,CERRO NAVIA,15.05,87.73
0,CERRO NAVIA,RECOLETA,10.82,146.67
0,RECOLETA,CERRO NAVIA,10.82,146.67
0,CERRO NAVIA,PROVIDENCIA,13.54,146.67
0,PROVIDENCIA,CERRO NAVIA,13.54,146.67
1,CERRO NAVIA,LAS CONDES,14.56,112.00
1,LAS CONDES,CERRO NAVIA,14.56,112.00
0,CERRO NAVIA,SANTIAGO,5.13,82.86
0,SANTIAGO,CERRO NAVIA,5.13,82.86
0,CERRO NAVIA,SANTIAGO,7.94,95.58
0,SANTIAGO,CERRO NAVIA,7.94,95.58
0,CERRO NAVIA,LA REINA,20.03,42.80
0,LA REINA,CERRO NAVIA,20.03,42.80
0,CERRO NAVIA,LAS CONDES,24.02,70.02
0,LAS CONDES,CERRO NAVIA,24.02,70.02
0,CERRO NAVIA,QUINTA NORMAL,6.45,70.02
0,QUINTA NORMAL,CERRO NAVIA,6.45,70.02
1,CERRO NAVIA,SAN BERNARDO,18.89,187.50
1,SAN BERNARDO,CERRO NAVIA,18.89,187.50
1,CERRO NAVIA,QUILICURA,11.24,200.84
1,QUILICURA,CERRO NAVIA,11.24,200.84
0,CERRO NAVIA,PROVIDENCIA,9.55,200.84
0,PROVIDENCIA,CERRO NAVIA,9.55,200.84
0,CERRO NAVIA,SANTIAGO,9.71,142.50
0,SANTIAGO,CERRO NAVIA,9.72,142.50
0,CERRO NAVIA,LAS CONDES,18.67,87.50
0,LAS CONDES,CERRO NAVIA,18.19,87.50
1,CERRO NAVIA,SANTIAGO,6.27,95.00
1,SANTIAGO,CERRO NAVIA,6.27,95.00
0,CERRO NAVIA,MACUL,14.18,127.50
0,MACUL,CERRO NAVIA,14.18,127.50
0,CERRO NAVIA,LAS CONDES,12.77,127.50
0,LAS CONDES,CERRO NAVIA,12.77,127.50
0,CERRO NAVIA,PROVIDENCIA,10.21,127.50
0,PROVIDENCIA,CERRO NAVIA,10.21,127.50
0,CERRO NAVIA,LAS CONDES,20.05,179.75
0,LAS CONDES,CERRO NAVIA,20.05,179.75
0,CERRO NAVIA,LO PRADO,5.08,179.75
0,LO PRADO,CERRO NAVIA,5.08,179.75
0,CERRO NAVIA,ESTACION CENTRAL,7.11,202.60
0,ESTACION CENTRAL,CERRO NAVIA,7.11,202.60
0,CERRO NAVIA,PUDAHUEL,4.99,202.60
0,PUDAHUEL,CERRO NAVIA,4.99,202.60
0,CERRO NAVIA,PUDAHUEL,4.67,202.60
0,CERRO NAVIA,LO PRADO,2.87,32.24
0,LO PRADO,CERRO NAVIA,2.87,32.24
1,CERRO NAVIA,CALERA DE TANGO,23.32,234.56
1,CALERA DE TANGO,CERRO NAVIA,23.32,234.56
0,CERRO NAVIA,ÑUÑOA,9.94,234.56
0,ÑUÑOA,CERRO NAVIA,9.94,234.56
1,CERRO NAVIA,PUDAHUEL,2.77,108.00
1,PUDAHUEL,CERRO NAVIA,2.76,108.00
0,CERRO NAVIA,PUDAHUEL,2.13,108.00
0,PUDAHUEL,CERRO NAVIA,2.13,108.00
1,CERRO NAVIA,QUINTA NORMAL,0.79,50.00
1,QUINTA NORMAL,CERRO NAVIA,0.79,50.00
0,CERRO NAVIA,SANTIAGO,9.52,62.29
0,SANTIAGO,CERRO NAVIA,9.52,62.29
0,CERRO NAVIA,PROVIDENCIA,10.87,62.29
0,CERRO NAVIA,LA GRANJA,14.23,140.00
0,LA GRANJA,CERRO NAVIA,14.23,140.00
0,CERRO NAVIA,LAS CONDES,15.89,61.45
0,LAS CONDES,CERRO NAVIA,15.89,61.45
0,CERRO NAVIA,SANTIAGO,9.91,61.45
0,SANTIAGO,CERRO NAVIA,9.91,61.45
1,CERRO NAVIA,SANTIAGO,4.44,195.64
1,SANTIAGO,CERRO NAVIA,4.44,195.64
0,CERRO NAVIA,LO PRADO,0.64,195.64
0,LO PRADO,CERRO NAVIA,0.64,195.64
0,CERRO NAVIA,ESTACION CENTRAL,6.00,100.00
0,ESTACION CENTRAL,CERRO NAVIA,6.00,100.00
0,CERRO NAVIA,SANTIAGO,8.20,100.00
0,SANTIAGO,CERRO NAVIA,8.20,100.00
0,CERRO NAVIA,QUINTA NORMAL,3.18,152.00
0,QUINTA NORMAL,CERRO NAVIA,3.18,152.00
0,CERRO NAVIA,SANTIAGO,9.98,140.16
0,SANTIAGO,CERRO NAVIA,9.98,140.16
0,CERRO NAVIA,ÑUÑOA,13.61,139.50
0,ÑUÑOA,CERRO NAVIA,13.61,139.50
0,CERRO NAVIA,ESTACION CENTRAL,7.09,195.65
0,ESTACION CENTRAL,CERRO NAVIA,7.09,195.65
0,CERRO NAVIA,SANTIAGO,9.26,195.65
0,SANTIAGO,CERRO NAVIA,9.26,195.65
0,CERRO NAVIA,MAIPU,6.63,40.73
0,MAIPU,CERRO NAVIA,6.63,40.73
0,CERRO NAVIA,SANTIAGO,12.88,210.00
0,CERRO NAVIA,LA REINA,17.44,124.42
0,LA REINA,CERRO NAVIA,17.44,124.42
1,CERRO NAVIA,PUDAHUEL,9.95,82.40
1,PUDAHUEL,CERRO NAVIA,9.37,82.40
1,CERRO NAVIA,COLINA,13.06,82.40
1,COLINA,CERRO NAVIA,13.06,82.40
1,CERRO NAVIA,LO PRADO,3.80,175.27
1,CERRO NAVIA,HUECHURABA,9.90,175.27
0,HUECHURABA,CERRO NAVIA,9.90,175.27
0,CERRO NAVIA,MAIPU,11.46,107.49
0,MAIPU,CERRO NAVIA,11.46,107.49
0,CERRO NAVIA,SANTIAGO,8.58,67.89
0,SANTIAGO,CERRO NAVIA,8.58,67.89
0,CERRO NAVIA,SANTIAGO,7.90,216.67
0,SANTIAGO,CERRO NAVIA,7.90,216.67
0,CERRO NAVIA,PROVIDENCIA,12.21,216.67
0,PROVIDENCIA,CERRO NAVIA,12.21,216.67
0,CERRO NAVIA,CERRO NAVIA,0.01,98.25
0,CERRO NAVIA,CERRO NAVIA,3.51,98.25
0,CERRO NAVIA,SANTIAGO,10.00,98.25
0,SANTIAGO,CERRO NAVIA,10.00,98.25
0,CERRO NAVIA,PUDAHUEL,3.06,140.74
0,PUDAHUEL,CERRO NAVIA,3.12,140.74
0,CERRO NAVIA,MAIPU,11.21,73.33
0,MAIPU,CERRO NAVIA,11.21,73.33
0,CERRO NAVIA,LAS CONDES,17.59,75.00
0,LAS CONDES,CERRO NAVIA,17.59,75.00
0,CERRO NAVIA,CERRO NAVIA,2.87,159.30
0,CERRO NAVIA,CERRO NAVIA,2.87,159.30
0,CERRO NAVIA,QUINTA NORMAL,3.77,152.50
0,QUINTA NORMAL,CERRO NAVIA,3.77,152.50
1,CERRO NAVIA,MACUL,14.92,239.22
1,MACUL,LAS CONDES,9.44,239.22
1,LAS CONDES,CERRO NAVIA,19.00,239.22
0,CERRO NAVIA,PUDAHUEL,3.09,239.22
0,PUDAHUEL,CERRO NAVIA,3.09,239.22
1,CERRO NAVIA,CERRO NAVIA,1.51,239.22
1,CERRO NAVIA,CERRO NAVIA,1.51,239.22
0,CERRO NAVIA,LAS CONDES,16.58,226.67
0,LAS CONDES,CERRO NAVIA,16.58,226.67
0,CERRO NAVIA,PROVIDENCIA,10.02,226.67
0,PROVIDENCIA,CERRO NAVIA,10.02,226.67
0,CERRO NAVIA,LAS CONDES,19.12,121.00
0,LAS CONDES,CERRO NAVIA,19.12,121.00
0,CERRO NAVIA,QUINTA NORMAL,3.81,166.67
0,QUINTA NORMAL,CERRO NAVIA,3.81,166.67
1,CERRO NAVIA,RECOLETA,8.89,350.00
1,RECOLETA,CERRO NAVIA,8.89,350.00
1,RECOLETA,CERRO NAVIA,8.89,350.00
0,CERRO NAVIA,PUDAHUEL,3.30,130.00
1,CERRO NAVIA,CERRO NAVIA,3.58,274.89
1,CERRO NAVIA,CERRO NAVIA,3.58,274.89
0,CERRO NAVIA,CERRO NAVIA,2.15,274.89
0,CERRO NAVIA,CERRO NAVIA,2.15,274.89
0,CERRO NAVIA,LAS CONDES,17.34,274.89
0,LAS CONDES,CERRO NAVIA,17.34,274.89
0,CERRO NAVIA,SANTIAGO,9.74,274.89
0,SANTIAGO,CERRO NAVIA,9.74,274.89
0,CERRO NAVIA,LA GRANJA,16.48,140.00
0,LA GRANJA,CERRO NAVIA,16.48,140.00
0,CERRO NAVIA,QUILICURA,11.20,100.00
0,QUILICURA,CERRO NAVIA,11.20,100.00
1,CERRO NAVIA,LAS CONDES,14.75,500.00
1,LAS CONDES,CERRO NAVIA,14.75,500.00
1,CERRO NAVIA,PUDAHUEL,1.92,121.15
1,PUDAHUEL,CERRO NAVIA,1.92,121.15
0,CERRO NAVIA,SANTIAGO,9.08,121.15
0,SANTIAGO,CERRO NAVIA,9.08,121.15
0,LAMPA,LAMPA,0.86,193.82
0,LAMPA,LAMPA,0.82,193.82
0,LAMPA,LAMPA,1.39,193.82
0,LAMPA,LAMPA,1.35,193.82
1,LAMPA,SANTIAGO,16.04,336.37
1,SANTIAGO,LAMPA,16.04,336.37
1,LAMPA,LAMPA,13.65,336.37
1,LAMPA,LAMPA,13.65,336.37
1,LAMPA,QUILICURA,7.34,192.83
1,QUILICURA,QUILICURA,1.10,192.83
1,QUILICURA,LAMPA,7.34,192.83
1,COLINA,COLINA,11.74,222.50
1,COLINA,COLINA,11.74,222.50
0,COLINA,COLINA,0.64,222.50
0,COLINA,COLINA,0.64,222.50
1,LAMPA,SANTIAGO,27.51,80.81
1,SANTIAGO,LAMPA,27.51,80.81
1,LAMPA,LAMPA,0.46,315.72
1,LAMPA,LAMPA,0.46,315.72
0,LAMPA,RECOLETA,25.41,100.23
0,RECOLETA,COLINA,22.03,100.23
0,LAMPA,LAMPA,3.69,66.67
0,LAMPA,LAMPA,3.69,66.67
1,LAMPA,LAMPA,12.72,173.09
1,LAMPA,LAMPA,12.73,173.09
1,LAMPA,LAMPA,12.72,173.09
1,LAMPA,LAMPA,12.73,173.09
1,LAMPA,LA FLORIDA,39.51,60.00
1,LA FLORIDA,LAMPA,39.51,60.00
0,LAMPA,QUILICURA,5.84,287.86
0,QUILICURA,LAMPA,5.86,287.86
1,LAMPA,LAMPA,5.69,287.86
1,LAMPA,LAMPA,5.58,287.86
1,LAMPA,LAMPA,5.58,287.86
1,LAMPA,SANTIAGO,29.43,178.66
1,SANTIAGO,LAMPA,29.43,178.66
0,COLINA,COLINA,6.70,40.00
0,LAMPA,SANTIAGO,15.97,120.73
0,SANTIAGO,LAMPA,15.97,120.73
0,LAMPA,PROVIDENCIA,16.63,120.73
0,PROVIDENCIA,LAMPA,16.63,120.73
0,COLINA,HUECHURABA,19.96,65.80
1,LAMPA,LAMPA,0.00,161.12
0,COLINA,COLINA,13.56,64.25
0,COLINA,COLINA,13.56,64.25
0,LAMPA,RECOLETA,24.70,100.00
0,RECOLETA,LAMPA,24.67,100.00
0,LAMPA,CONCHALI,18.59,100.00
0,CONCHALI,LAMPA,18.55,100.00
1,,LAMPA,6330.33,100.00
0,COLINA,VITACURA,23.77,201.03
0,VITACURA,COLINA,23.78,201.03
0,LAMPA,SAN BERNARDO,37.66,171.14
0,SAN BERNARDO,LAMPA,37.66,171.14
1,LAMPA,LAMPA,12.65,61.67
1,LAMPA,LAMPA,12.65,61.67
0,LAMPA,LAMPA,1.57,153.87
0,LAMPA,LAMPA,1.57,153.87
0,LAMPA,SANTIAGO,27.54,153.87
0,SANTIAGO,LAMPA,27.54,153.87
0,LAMPA,QUILICURA,16.06,103.68
0,QUILICURA,LAMPA,16.06,103.68
0,LAMPA,QUILICURA,6.82,341.67
0,QUILICURA,LAMPA,6.82,341.67
1,LAMPA,LAMPA,13.34,341.67
1,LAMPA,LAMPA,0.24,341.67
1,LAMPA,LAMPA,13.34,341.67
1,LAMPA,LAMPA,13.81,728.25
1,LAMPA,LAMPA,13.81,728.25
0,LAMPA,ÑUÑOA,20.03,300.00
0,ÑUÑOA,LAMPA,20.03,300.00
1,LAMPA,VITACURA,29.78,232.77
1,VITACURA,LAMPA,17.97,232.77
1,LAMPA,HUECHURABA,24.84,232.77
1,HUECHURABA,LAMPA,13.03,232.77
1,LAMPA,MAIPU,26.26,850.12
1,MAIPU,LAMPA,26.26,850.12
0,LAMPA,LAS CONDES,31.90,850.12
0,LAS CONDES,LAMPA,31.90,850.12
1,LAMPA,LAMPA,6.64,104.86
1,LAMPA,LAMPA,6.63,104.86
1,LAMPA,COLINA,12.68,135.27
1,COLINA,LAMPA,12.68,135.27
1,LAMPA,COLINA,9.78,135.27
1,COLINA,LAMPA,9.78,135.27
1,LAMPA,VITACURA,29.15,588.28
1,VITACURA,LAMPA,29.15,588.28
0,LAMPA,SANTIAGO,29.08,247.80
0,SANTIAGO,LAMPA,29.08,247.80
1,LAMPA,INDEPENDENCIA,13.37,53.76
1,INDEPENDENCIA,LAMPA,13.37,53.76
1,LAMPA,PROVIDENCIA,16.48,196.95
1,PROVIDENCIA,LAMPA,16.48,196.95
1,LAMPA,LA FLORIDA,43.11,156.45
1,LA FLORIDA,LAMPA,43.11,156.45
0,COLINA,RECOLETA,24.22,271.98
0,RECOLETA,COLINA,24.22,271.98
1,LAMPA,LAS CONDES,32.64,561.14
1,LAS CONDES,LAMPA,32.64,561.14
1,LAMPA,SANTIAGO,26.30,218.33
1,SANTIAGO,LAMPA,26.30,218.33
0,COLINA,COLINA,12.86,125.00
0,COLINA,COLINA,12.86,125.00
0,LAMPA,LAMPA,1.02,120.79
0,LAMPA,LAMPA,1.02,120.79
0,COLINA,COLINA,7.42,274.47
0,COLINA,LAMPA,21.57,274.47
1,COLINA,,17.67,147.48
1,,COLINA,17.67,147.48
0,COLINA,COLINA,14.94,147.48
1,LAMPA,LAMPA,1.46,163.58
1,LAMPA,LAMPA,1.46,163.58
1,LAMPA,INDEPENDENCIA,24.19,140.50
1,INDEPENDENCIA,INDEPENDENCIA,1.43,140.50
1,INDEPENDENCIA,LAMPA,24.19,140.50
0,LAMPA,VITACURA,30.60,140.50
1,VITACURA,LAMPA,30.60,140.50
1,LAMPA,LAMPA,12.98,167.44
1,LAMPA,LAMPA,12.98,167.44
0,COLINA,QUILICURA,19.37,156.00
0,QUILICURA,COLINA,19.37,156.00
0,COLINA,QUILICURA,21.78,156.00
0,QUILICURA,COLINA,21.78,156.00
0,COLINA,ESTACION CENTRAL,29.73,300.13
0,COLINA,COLINA,3.04,300.13
0,COLINA,COLINA,3.04,300.13
0,COLINA,COLINA,12.64,123.46
0,COLINA,COLINA,12.64,123.46
0,,COLINA,6334.41,164.31
0,COLINA,QUILICURA,18.87,164.31
0,QUILICURA,COLINA,18.87,164.31
1,,COLINA,6336.47,291.09
1,COLINA,COLINA,2.15,291.09
1,COLINA,COLINA,2.15,291.09
0,COLINA,QUILICURA,19.84,291.09
0,QUILICURA,COLINA,19.84,291.09
0,COLINA,SANTIAGO,29.43,88.90
0,SANTIAGO,COLINA,29.43,88.90
1,LAMPA,LAMPA,12.45,288.03
1,LAMPA,LAMPA,12.45,288.03
0,LAMPA,LAMPA,7.41,50.00
0,LAMPA,LAMPA,7.41,50.00
0,LAMPA,ESTACION CENTRAL,25.69,78.28
1,LAMPA,LAMPA,1.02,210.92
1,LAMPA,LAMPA,1.02,210.92
0,LAMPA,RECOLETA,25.22,400.51
0,RECOLETA,LAMPA,25.22,400.51
0,LAMPA,LAMPA,14.86,400.51
0,LAMPA,LAMPA,14.86,400.51
1,LAMPA,LAMPA,10.13,400.51
1,LAMPA,LAMPA,10.13,400.51
0,COLINA,SANTIAGO,24.59,350.00
0,SANTIAGO,COLINA,24.59,350.00
0,COLINA,COLINA,4.20,229.18
0,COLINA,COLINA,4.20,229.18
0,COLINA,COLINA,4.20,229.18
0,COLINA,COLINA,4.20,229.18
0,COLINA,SANTIAGO,25.82,229.18
0,SANTIAGO,COLINA,25.82,229.18
0,COLINA,COLINA,11.26,230.32
0,COLINA,COLINA,11.26,230.32
0,COLINA,PROVIDENCIA,24.61,230.32
0,PROVIDENCIA,COLINA,24.61,230.32
1,LAMPA,LAMPA,0.61,218.52
1,LAMPA,LAMPA,0.61,218.52
0,LAMPA,SANTIAGO,25.92,218.52
0,SANTIAGO,LAMPA,25.92,218.52
1,LAMPA,LAMPA,11.36,263.22
1,LAMPA,LAMPA,11.36,263.22
0,LAMPA,LAMPA,11.38,124.72
0,LAMPA,LAMPA,11.37,124.72
1,LAMPA,LAMPA,7.40,124.72
1,LAMPA,LAMPA,7.37,124.72
1,LAMPA,COLINA,6.17,172.98
0,LAMPA,LAMPA,13.28,75.00
0,LAMPA,LAMPA,13.28,75.00
0,LAMPA,QUILICURA,6.69,128.47
0,QUILICURA,LAMPA,6.67,128.47
0,LAMPA,SANTIAGO,20.52,128.47
0,SANTIAGO,LAMPA,20.49,128.47
1,LAMPA,SANTIAGO,26.30,901.70
1,SANTIAGO,LAMPA,26.30,901.70
1,LAMPA,COLINA,21.85,901.70
1,COLINA,LAMPA,21.85,901.70
0,LAMPA,SANTIAGO,25.51,901.70
0,SANTIAGO,LAMPA,25.51,901.70
1,,LAMPA,6322.42,901.70
1,COLINA,QUILICURA,19.38,387.16
1,QUILICURA,COLINA,19.38,387.16
1,LAMPA,RECOLETA,24.91,146.45
1,RECOLETA,LAMPA,24.91,146.45
1,LAMPA,HUECHURABA,21.21,165.93
1,HUECHURABA,LAMPA,21.21,165.93
0,COLINA,COLINA,1.27,80.00
0,COLINA,COLINA,1.27,80.00
0,COLINA,PROVIDENCIA,27.31,100.00
0,PROVIDENCIA,COLINA,27.31,100.00
0,COLINA,SANTIAGO,28.45,116.67
0,SANTIAGO,COLINA,28.44,116.67
0,COLINA,COLINA,1.40,173.47
0,COLINA,COLINA,1.40,173.47
0,COLINA,ÑUÑOA,29.95,171.67
0,ÑUÑOA,COLINA,29.95,171.67
0,COLINA,SANTIAGO,27.51,171.67
0,SANTIAGO,COLINA,27.51,171.67
0,COLINA,LAS CONDES,25.78,150.00
